Gene_Name,ENSEMBLID,Name_HUMAN,Drug_Name,Affinity,Class
MAPK9,ENSP00000394560,MK09_HUMAN,bosutinib,4.176095602,0
PRPF4B,ENSP00000337194,PRP4B_HUMAN,torin2,4.176095602,0
PRPF4B,ENSP00000337194,PRP4B_HUMAN,vemurafenib,4.176095602,0
CDK14,ENSP00000369390,CDK14_HUMAN,torin2,4.176095602,0
MAP2K7,ENSP00000381070,MP2K7_HUMAN,barasertib,4.176095602,0
CAMKK2,ENSP00000312741,KKCC2_HUMAN,torin2,4.176095602,0
SIK3,ENSP00000364449,SIK3_HUMAN,barasertib,4.176095602,0
CDKL3,ENSP00000265334,CDKL3_HUMAN,barasertib,4.176095602,0
CDK8,ENSP00000370938,CDK8_HUMAN,crizotinib,4.176095602,0
TAOK3,ENSP00000376317,TAOK3_HUMAN,gefitinib,4.176095602,0
CDKL3,ENSP00000265334,CDKL3_HUMAN,torin2,4.176095602,0
RPS6KB2,ENSP00000308413,KS6B2_HUMAN,bosutinib,4.176095602,0
MUSK,ENSP00000363571,MUSK_HUMAN,torin2,4.176095602,0
SRPK2,ENSP00000377262,SRPK2_HUMAN,nilotinib,4.176095602,0
STK4,ENSP00000361892,STK4_HUMAN,fascaplysin,4.176095602,0
CDK18,ENSP00000423665,CDK18_HUMAN,crizotinib,4.176095602,0
PRKD1,ENSP00000333568,KPCD1_HUMAN,nilotinib,4.176095602,0
LYN,ENSP00000428924,LYN_HUMAN,torin2,4.176095602,0
PRKD1,ENSP00000333568,KPCD1_HUMAN,torin1,4.176095602,0
CDKL3,ENSP00000265334,CDKL3_HUMAN,vemurafenib,4.176095602,0
NEK5,ENSP00000347767,NEK5_HUMAN,vemurafenib,4.176095602,0
FGFR4,ENSP00000292408,FGFR4_HUMAN,crizotinib,4.176095602,0
RPS6KB2,ENSP00000308413,KS6B2_HUMAN,dasatinib,4.176095602,0
RPS6KB2,ENSP00000308413,KS6B2_HUMAN,dovitinib,4.176095602,0
RPS6KB2,ENSP00000308413,KS6B2_HUMAN,erlotinib,4.176095602,0
NEK1,ENSP00000424757,NEK1_HUMAN,torin1,4.176095602,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,dasatinib,4.176095602,0
FGFR4,ENSP00000292408,FGFR4_HUMAN,vemurafenib,4.176095602,0
CLK2,ENSP00000357345,CLK2_HUMAN,saracatinib,4.176095602,0
CDKL3,ENSP00000265334,CDKL3_HUMAN,torin1,4.176095602,0
SRPK2,ENSP00000377262,SRPK2_HUMAN,torin1,4.176095602,0
AKT3,ENSP00000263826,AKT3_HUMAN,crizotinib,4.176095602,0
STK4,ENSP00000361892,STK4_HUMAN,nilotinib,4.176095602,0
TAOK3,ENSP00000376317,TAOK3_HUMAN,fascaplysin,4.176095602,0
SBK1,ENSP00000343248,SBK1_HUMAN,torin2,4.176095602,0
ABL2,ENSP00000427562,ABL2_HUMAN,torin1,4.176095602,0
INSRR,ENSP00000357178,INSRR_HUMAN,torin2,4.176095602,0
MUSK,ENSP00000363571,MUSK_HUMAN,vemurafenib,4.176095602,0
NEK5,ENSP00000347767,NEK5_HUMAN,torin2,4.176095602,0
ABL2,ENSP00000427562,ABL2_HUMAN,torin2,4.176095602,0
SRPK2,ENSP00000377262,SRPK2_HUMAN,tivozanib,4.176095602,0
TEC,ENSP00000370912,TEC_HUMAN,torin2,4.176095602,0
CLK2,ENSP00000357345,CLK2_HUMAN,tivozanib,4.176095602,0
MYLK3,ENSP00000378288,MYLK3_HUMAN,torin2,4.176095602,0
MYLK3,ENSP00000378288,MYLK3_HUMAN,torin1,4.176095602,0
CDKL2,ENSP00000412365,CDKL2_HUMAN,torin2,4.176095602,0
INSRR,ENSP00000357178,INSRR_HUMAN,saracatinib,4.176095602,0
TLK1,ENSP00000411099,TLK1_HUMAN,torin2,4.176095602,0
KDR,ENSP00000263923,VGFR2_HUMAN,torin2,4.176095602,0
GSK3B,ENSP00000324806,GSK3B_HUMAN,saracatinib,4.176095602,0
MAPK1,ENSP00000215832,MK01_HUMAN,torin1,4.176095602,0
MAPK1,ENSP00000215832,MK01_HUMAN,tivozanib,4.176095602,0
MAPK1,ENSP00000215832,MK01_HUMAN,saracatinib,4.176095602,0
MAPK1,ENSP00000215832,MK01_HUMAN,nilotinib,4.176095602,0
MAPK1,ENSP00000215832,MK01_HUMAN,fascaplysin,4.176095602,0
MAPK1,ENSP00000215832,MK01_HUMAN,crizotinib,4.176095602,0
ERBB2,ENSP00000269571,ERBB2_HUMAN,vemurafenib,4.176095602,0
ERBB2,ENSP00000269571,ERBB2_HUMAN,torin2,4.176095602,0
ERBB2,ENSP00000269571,ERBB2_HUMAN,torin1,4.176095602,0
ERBB2,ENSP00000269571,ERBB2_HUMAN,nilotinib,4.176095602,0
CSNK1D,ENSP00000324464,KC1D_HUMAN,vemurafenib,4.176095602,0
ERBB2,ENSP00000269571,ERBB2_HUMAN,crizotinib,4.176095602,0
BMPR2,ENSP00000363708,BMPR2_HUMAN,torin2,4.176095602,0
STK36,ENSP00000295709,STK36_HUMAN,crizotinib,4.176095602,0
STK36,ENSP00000295709,STK36_HUMAN,torin2,4.176095602,0
CIT,ENSP00000376306,CTRO_HUMAN,torin2,4.176095602,0
GSK3B,ENSP00000324806,GSK3B_HUMAN,bosutinib,4.176095602,0
PAK3,ENSP00000353864,PAK3_HUMAN,torin2,4.176095602,0
PAK3,ENSP00000353864,PAK3_HUMAN,torin1,4.176095602,0
GSK3B,ENSP00000324806,GSK3B_HUMAN,crizotinib,4.176095602,0
PAK3,ENSP00000353864,PAK3_HUMAN,nilotinib,4.176095602,0
GSK3B,ENSP00000324806,GSK3B_HUMAN,fascaplysin,4.176095602,0
PRKCD,ENSP00000378217,KPCD_HUMAN,vemurafenib,4.176095602,0
PRKCD,ENSP00000378217,KPCD_HUMAN,torin2,4.176095602,0
PRKCD,ENSP00000378217,KPCD_HUMAN,tivozanib,4.176095602,0
MAPK1,ENSP00000215832,MK01_HUMAN,torin2,4.176095602,0
MAPK1,ENSP00000215832,MK01_HUMAN,vemurafenib,4.176095602,0
CSNK1D,ENSP00000324464,KC1D_HUMAN,saracatinib,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,vemurafenib,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,fascaplysin,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,imatinib,4.176095602,0
MAPK8,ENSP00000378974,MK08_HUMAN,bosutinib,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,lapatinib,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,nilotinib,4.176095602,0
PKN2,ENSP00000359552,PKN2_HUMAN,vemurafenib,4.176095602,0
PKN2,ENSP00000359552,PKN2_HUMAN,saracatinib,4.176095602,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,vemurafenib,4.176095602,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,torin2,4.176095602,0
DCLK1,ENSP00000255448,DCLK1_HUMAN,torin1,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,vandetanib,4.176095602,0
STK35,ENSP00000370891,STK35_HUMAN,torin2,4.176095602,0
NEK4,ENSP00000233027,NEK4_HUMAN,fascaplysin,4.176095602,0
STK35,ENSP00000370891,STK35_HUMAN,vemurafenib,4.176095602,0
STK38L,ENSP00000373684,ST38L_HUMAN,vemurafenib,4.176095602,0
STK38L,ENSP00000373684,ST38L_HUMAN,torin2,4.176095602,0
STK38L,ENSP00000373684,ST38L_HUMAN,torin1,4.176095602,0
STK38L,ENSP00000373684,ST38L_HUMAN,crizotinib,4.176095602,0
CSNK1D,ENSP00000324464,KC1D_HUMAN,crizotinib,4.176095602,0
NEK4,ENSP00000233027,NEK4_HUMAN,vemurafenib,4.176095602,0
NEK4,ENSP00000233027,NEK4_HUMAN,vandetanib,4.176095602,0
NEK4,ENSP00000233027,NEK4_HUMAN,torin2,4.176095602,0
CSNK1D,ENSP00000324464,KC1D_HUMAN,fascaplysin,4.176095602,0
NEK4,ENSP00000233027,NEK4_HUMAN,nilotinib,4.176095602,0
PRKCD,ENSP00000378217,KPCD_HUMAN,nilotinib,4.176095602,0
PRKCD,ENSP00000378217,KPCD_HUMAN,crizotinib,4.176095602,0
MAPK8,ENSP00000378974,MK08_HUMAN,tivozanib,4.176095602,0
GSK3B,ENSP00000324806,GSK3B_HUMAN,torin2,4.176095602,0
BRSK1,ENSP00000310649,BRSK1_HUMAN,vemurafenib,4.176095602,0
BRSK1,ENSP00000310649,BRSK1_HUMAN,torin2,4.176095602,0
STK10,ENSP00000176763,STK10_HUMAN,torin2,4.176095602,0
EPHA5,ENSP00000480763,EPHA5_HUMAN,fascaplysin,4.176095602,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,vemurafenib,4.176095602,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,vandetanib,4.176095602,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,torin2,4.176095602,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,torin1,4.176095602,0
EPHA5,ENSP00000480763,EPHA5_HUMAN,torin1,4.176095602,0
EPHA5,ENSP00000480763,EPHA5_HUMAN,torin2,4.176095602,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,nilotinib,4.176095602,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,lapatinib,4.176095602,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,fascaplysin,4.176095602,0
EPHA5,ENSP00000480763,EPHA5_HUMAN,vemurafenib,4.176095602,0
MET,ENSP00000317272,MET_HUMAN,torin2,4.176095602,0
MAPK11,ENSP00000333685,MK11_HUMAN,crizotinib,4.176095602,0
MAPK11,ENSP00000333685,MK11_HUMAN,bosutinib,4.176095602,0
IRAK4,ENSP00000390651,IRAK4_HUMAN,saracatinib,4.176095602,0
MARK4,ENSP00000262891,MARK4_HUMAN,nilotinib,4.176095602,0
MARK4,ENSP00000262891,MARK4_HUMAN,torin2,4.176095602,0
MARK4,ENSP00000262891,MARK4_HUMAN,vemurafenib,4.176095602,0
NTRK1,ENSP00000431418,NTRK1_HUMAN,vemurafenib,4.176095602,0
MAP3K5,ENSP00000351908,M3K5_HUMAN,crizotinib,4.176095602,0
MAP3K5,ENSP00000351908,M3K5_HUMAN,nilotinib,4.176095602,0
MAP3K5,ENSP00000351908,M3K5_HUMAN,saracatinib,4.176095602,0
HIPK4,ENSP00000291823,HIPK4_HUMAN,vandetanib,4.176095602,0
HIPK4,ENSP00000291823,HIPK4_HUMAN,nilotinib,4.176095602,0
TBK1,ENSP00000329967,TBK1_HUMAN,vemurafenib,4.176095602,0
HUNK,ENSP00000270112,HUNK_HUMAN,barasertib,4.176095602,0
GSK3B,ENSP00000324806,GSK3B_HUMAN,vemurafenib,4.176095602,0
BLK,ENSP00000259089,BLK_HUMAN,torin2,4.176095602,0
DAPK3,ENSP00000442973,DAPK3_HUMAN,bosutinib,4.176095602,0
DAPK3,ENSP00000442973,DAPK3_HUMAN,vemurafenib,4.176095602,0
TESK1,ENSP00000481045,TESK1_HUMAN,torin2,4.176095602,0
PRKAA2,ENSP00000360290,AAPK2_HUMAN,torin2,4.176095602,0
HUNK,ENSP00000270112,HUNK_HUMAN,torin2,4.176095602,0
HUNK,ENSP00000270112,HUNK_HUMAN,torin1,4.176095602,0
GRK1,ENSP00000334876,RK_HUMAN,barasertib,4.176095602,0
GRK1,ENSP00000334876,RK_HUMAN,crizotinib,4.176095602,0
GRK1,ENSP00000334876,RK_HUMAN,torin1,4.176095602,0
GRK1,ENSP00000334876,RK_HUMAN,torin2,4.176095602,0
TBK1,ENSP00000329967,TBK1_HUMAN,vandetanib,4.176095602,0
STK17B,ENSP00000263955,ST17B_HUMAN,vemurafenib,4.176095602,0
STK17B,ENSP00000263955,ST17B_HUMAN,torin2,4.176095602,0
GRK1,ENSP00000334876,RK_HUMAN,vemurafenib,4.176095602,0
TBK1,ENSP00000329967,TBK1_HUMAN,barasertib,4.176095602,0
STK17B,ENSP00000263955,ST17B_HUMAN,crizotinib,4.176095602,0
TBK1,ENSP00000329967,TBK1_HUMAN,lapatinib,4.176095602,0
TNK1,ENSP00000459799,TNK1_HUMAN,vemurafenib,4.176095602,0
TBK1,ENSP00000329967,TBK1_HUMAN,nilotinib,4.176095602,0
TNK1,ENSP00000459799,TNK1_HUMAN,torin2,4.176095602,0
TBK1,ENSP00000329967,TBK1_HUMAN,saracatinib,4.176095602,0
TBK1,ENSP00000329967,TBK1_HUMAN,torin2,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,erlotinib,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,dasatinib,4.176095602,0
MAP2K1,ENSP00000302486,MP2K1_HUMAN,torin2,4.176095602,0
MAP3K10,ENSP00000253055,M3K10_HUMAN,torin2,4.176095602,0
NEK2,ENSP00000355966,NEK2_HUMAN,nilotinib,4.176095602,0
FES,ENSP00000331504,FES_HUMAN,torin2,4.176095602,0
NEK2,ENSP00000355966,NEK2_HUMAN,torin2,4.176095602,0
RIPK4,ENSP00000332454,RIPK4_HUMAN,torin1,4.176095602,0
RIPK4,ENSP00000332454,RIPK4_HUMAN,torin2,4.176095602,0
MAP3K8,ENSP00000263056,M3K8_HUMAN,tozasertib,4.176095602,0
MAP3K8,ENSP00000263056,M3K8_HUMAN,sunitinib,4.176095602,0
MAP3K8,ENSP00000263056,M3K8_HUMAN,staurosporine,4.176095602,0
MAP3K8,ENSP00000263056,M3K8_HUMAN,lapatinib,4.176095602,0
RIPK4,ENSP00000332454,RIPK4_HUMAN,vemurafenib,4.176095602,0
MAP3K8,ENSP00000263056,M3K8_HUMAN,dovitinib,4.176095602,0
MAP3K8,ENSP00000263056,M3K8_HUMAN,bosutinib,4.176095602,0
TEK,ENSP00000369375,TIE2_HUMAN,torin2,4.176095602,0
AURKA,ENSP00000216911,AURKA_HUMAN,saracatinib,4.176095602,0
AURKA,ENSP00000216911,AURKA_HUMAN,torin2,4.176095602,0
MAP3K10,ENSP00000253055,M3K10_HUMAN,fascaplysin,4.176095602,0
SGK2,ENSP00000340608,SGK2_HUMAN,vandetanib,4.176095602,0
SGK2,ENSP00000340608,SGK2_HUMAN,nilotinib,4.176095602,0
SGK2,ENSP00000340608,SGK2_HUMAN,lapatinib,4.176095602,0
SGK2,ENSP00000340608,SGK2_HUMAN,gefitinib,4.176095602,0
SGK2,ENSP00000340608,SGK2_HUMAN,erlotinib,4.176095602,0
MAP3K10,ENSP00000253055,M3K10_HUMAN,nilotinib,4.176095602,0
SGK2,ENSP00000340608,SGK2_HUMAN,dasatinib,4.176095602,0
SGK2,ENSP00000340608,SGK2_HUMAN,bosutinib,4.176095602,0
SGK2,ENSP00000340608,SGK2_HUMAN,alvocidib,4.176095602,0
PAK4,ENSP00000469413,PAK4_HUMAN,tivozanib,4.176095602,0
PAK4,ENSP00000469413,PAK4_HUMAN,torin2,4.176095602,0
RIOK2,ENSP00000283109,RIOK2_HUMAN,vemurafenib,4.176095602,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,nilotinib,4.176095602,0
TYRO3,ENSP00000263798,TYRO3_HUMAN,torin2,4.176095602,0
TYRO3,ENSP00000263798,TYRO3_HUMAN,vemurafenib,4.176095602,0
MELK,ENSP00000298048,MELK_HUMAN,saracatinib,4.176095602,0
EPHB2,ENSP00000363763,EPHB2_HUMAN,torin1,4.176095602,0
EPHB2,ENSP00000363763,EPHB2_HUMAN,torin2,4.176095602,0
EPHB2,ENSP00000363763,EPHB2_HUMAN,vemurafenib,4.176095602,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,barasertib,4.176095602,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,dasatinib,4.176095602,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,gefitinib,4.176095602,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,lapatinib,4.176095602,0
ACVR1,ENSP00000263640,ACVR1_HUMAN,vemurafenib,4.176095602,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,tivozanib,4.176095602,0
CSK,ENSP00000220003,CSK_HUMAN,torin2,4.176095602,0
ACVR1,ENSP00000263640,ACVR1_HUMAN,nilotinib,4.176095602,0
ACVR1,ENSP00000263640,ACVR1_HUMAN,fascaplysin,4.176095602,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,torin2,4.176095602,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,vandetanib,4.176095602,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,vemurafenib,4.176095602,0
ACVRL1,ENSP00000373574,ACVL1_HUMAN,fascaplysin,4.176095602,0
ACVRL1,ENSP00000373574,ACVL1_HUMAN,nilotinib,4.176095602,0
DDR2,ENSP00000356899,DDR2_HUMAN,torin2,4.176095602,0
DDR2,ENSP00000356899,DDR2_HUMAN,torin1,4.176095602,0
NLK,ENSP00000384625,NLK_HUMAN,crizotinib,4.176095602,0
NLK,ENSP00000384625,NLK_HUMAN,nilotinib,4.176095602,0
MAP3K10,ENSP00000253055,M3K10_HUMAN,torin1,4.176095602,0
NEK6,ENSP00000362702,NEK6_HUMAN,saracatinib,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,crizotinib,4.176095602,0
DAPK1,ENSP00000386135,DAPK1_HUMAN,torin2,4.176095602,0
WNK2,ENSP00000297954,WNK2_HUMAN,nilotinib,4.176095602,0
WNK2,ENSP00000297954,WNK2_HUMAN,vandetanib,4.176095602,0
PAK1,ENSP00000278568,PAK1_HUMAN,vemurafenib,4.176095602,0
PAK1,ENSP00000278568,PAK1_HUMAN,torin2,4.176095602,0
PAK1,ENSP00000278568,PAK1_HUMAN,nilotinib,4.176095602,0
PAK1,ENSP00000278568,PAK1_HUMAN,crizotinib,4.176095602,0
CSNK1E,ENSP00000380044,KC1E_HUMAN,crizotinib,4.176095602,0
CSNK1E,ENSP00000380044,KC1E_HUMAN,nilotinib,4.176095602,0
PASK,ENSP00000351475,PASK_HUMAN,bosutinib,4.176095602,0
SRMS,ENSP00000217188,SRMS_HUMAN,torin2,4.176095602,0
SRMS,ENSP00000217188,SRMS_HUMAN,torin1,4.176095602,0
PASK,ENSP00000351475,PASK_HUMAN,dasatinib,4.176095602,0
SRMS,ENSP00000217188,SRMS_HUMAN,nilotinib,4.176095602,0
PASK,ENSP00000351475,PASK_HUMAN,dovitinib,4.176095602,0
PASK,ENSP00000351475,PASK_HUMAN,lapatinib,4.176095602,0
PASK,ENSP00000351475,PASK_HUMAN,nilotinib,4.176095602,0
ROCK1,ENSP00000382697,ROCK1_HUMAN,vandetanib,4.176095602,0
ROCK1,ENSP00000382697,ROCK1_HUMAN,tozasertib,4.176095602,0
ROCK1,ENSP00000382697,ROCK1_HUMAN,tivozanib,4.176095602,0
ROCK1,ENSP00000382697,ROCK1_HUMAN,nilotinib,4.176095602,0
PASK,ENSP00000351475,PASK_HUMAN,vandetanib,4.176095602,0
ROCK1,ENSP00000382697,ROCK1_HUMAN,lapatinib,4.176095602,0
ROCK1,ENSP00000382697,ROCK1_HUMAN,erlotinib,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,barasertib,4.176095602,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,bosutinib,4.176095602,0
MAPKAPK5,ENSP00000449381,MAPK5_HUMAN,torin2,4.176095602,0
MAPKAPK5,ENSP00000449381,MAPK5_HUMAN,vemurafenib,4.176095602,0
WNK2,ENSP00000297954,WNK2_HUMAN,lapatinib,4.176095602,0
STK32A,ENSP00000381535,ST32A_HUMAN,torin2,4.176095602,0
DAPK1,ENSP00000386135,DAPK1_HUMAN,torin1,4.176095602,0
NEK6,ENSP00000362702,NEK6_HUMAN,tivozanib,4.176095602,0
DAPK1,ENSP00000386135,DAPK1_HUMAN,nilotinib,4.176095602,0
DAPK1,ENSP00000386135,DAPK1_HUMAN,bosutinib,4.176095602,0
STK32B,ENSP00000282908,ST32B_HUMAN,vemurafenib,4.176095602,0
STK32B,ENSP00000282908,ST32B_HUMAN,torin2,4.176095602,0
STK32B,ENSP00000282908,ST32B_HUMAN,torin1,4.176095602,0
NEK6,ENSP00000362702,NEK6_HUMAN,torin2,4.176095602,0
STK32B,ENSP00000282908,ST32B_HUMAN,crizotinib,4.176095602,0
STK32A,ENSP00000381535,ST32A_HUMAN,vemurafenib,4.176095602,0
NEK6,ENSP00000362702,NEK6_HUMAN,vemurafenib,4.176095602,0
STK32A,ENSP00000381535,ST32A_HUMAN,torin1,4.176095602,0
WNK2,ENSP00000297954,WNK2_HUMAN,imatinib,4.176095602,0
STK32A,ENSP00000381535,ST32A_HUMAN,sorafenib,4.176095602,0
STK32A,ENSP00000381535,ST32A_HUMAN,barasertib,4.176095602,0
PRKACA,ENSP00000309591,KAPCA_HUMAN,vemurafenib,4.176095602,0
PRKACA,ENSP00000309591,KAPCA_HUMAN,torin2,4.176095602,0
PRKACA,ENSP00000309591,KAPCA_HUMAN,tivozanib,4.176095602,0
PRKACA,ENSP00000309591,KAPCA_HUMAN,saracatinib,4.176095602,0
PRKACA,ENSP00000309591,KAPCA_HUMAN,crizotinib,4.176095602,0
MAP3K11,ENSP00000309597,M3K11_HUMAN,torin2,4.176095602,0
MAP3K11,ENSP00000309597,M3K11_HUMAN,nilotinib,4.176095602,0
WNK2,ENSP00000297954,WNK2_HUMAN,dovitinib,4.176095602,0
WNK2,ENSP00000297954,WNK2_HUMAN,erlotinib,4.176095602,0
MAK,ENSP00000346484,MAK_HUMAN,vemurafenib,4.176095602,0
MAK,ENSP00000346484,MAK_HUMAN,torin2,4.176095602,0
MAK,ENSP00000346484,MAK_HUMAN,barasertib,4.176095602,0
CHUK,ENSP00000359424,IKKA_HUMAN,vemurafenib,4.176095602,0
CAMK1G,ENSP00000009105,KCC1G_HUMAN,vemurafenib,4.176095602,0
CAMK1G,ENSP00000009105,KCC1G_HUMAN,torin2,4.176095602,0
CAMK1G,ENSP00000009105,KCC1G_HUMAN,nilotinib,4.176095602,0
CSNK1G1,ENSP00000305777,KC1G1_HUMAN,nilotinib,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,tozasertib,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,torin2,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,torin1,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,nilotinib,4.176095602,0
CSNK1G1,ENSP00000305777,KC1G1_HUMAN,torin1,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,lapatinib,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,imatinib,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,erlotinib,4.176095602,0
CSNK1G1,ENSP00000305777,KC1G1_HUMAN,torin2,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,dasatinib,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,crizotinib,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,barasertib,4.176095602,0
SGK3,ENSP00000379842,SGK3_HUMAN,alvocidib,4.176095602,0
CSNK1G1,ENSP00000305777,KC1G1_HUMAN,vemurafenib,4.176095602,0
STK39,ENSP00000348278,STK39_HUMAN,barasertib,4.176095602,0
RET,ENSP00000347942,RET_HUMAN,torin2,4.176095602,0
STK39,ENSP00000348278,STK39_HUMAN,crizotinib,4.176095602,0
STK39,ENSP00000348278,STK39_HUMAN,lapatinib,4.176095602,0
STK39,ENSP00000348278,STK39_HUMAN,torin1,4.176095602,0
STK39,ENSP00000348278,STK39_HUMAN,torin2,4.176095602,0
STK39,ENSP00000348278,STK39_HUMAN,vemurafenib,4.176095602,0
MAPK10,ENSP00000352157,MK10_HUMAN,bosutinib,4.176095602,0
CSNK1G1,ENSP00000305777,KC1G1_HUMAN,crizotinib,4.176095602,0
MAPK10,ENSP00000352157,MK10_HUMAN,saracatinib,4.176095602,0
PNCK,ENSP00000405950,KCC1B_HUMAN,gefitinib,4.176095602,0
MKNK1,ENSP00000361014,MKNK1_HUMAN,crizotinib,4.176095602,0
MAP3K12,ENSP00000448689,M3K12_HUMAN,torin2,4.176095602,0
MAP3K12,ENSP00000448689,M3K12_HUMAN,torin1,4.176095602,0
LCK,ENSP00000337825,LCK_HUMAN,torin2,4.176095602,0
NUAK2,ENSP00000356125,NUAK2_HUMAN,fascaplysin,4.176095602,0
NUAK2,ENSP00000356125,NUAK2_HUMAN,nilotinib,4.176095602,0
NUAK2,ENSP00000356125,NUAK2_HUMAN,torin1,4.176095602,0
NUAK2,ENSP00000356125,NUAK2_HUMAN,vemurafenib,4.176095602,0
PNCK,ENSP00000405950,KCC1B_HUMAN,vandetanib,4.176095602,0
PNCK,ENSP00000405950,KCC1B_HUMAN,nilotinib,4.176095602,0
PNCK,ENSP00000405950,KCC1B_HUMAN,imatinib,4.176095602,0
PNCK,ENSP00000405950,KCC1B_HUMAN,erlotinib,4.176095602,0
CLK3,ENSP00000378505,CLK3_HUMAN,vemurafenib,4.176095602,0
PNCK,ENSP00000405950,KCC1B_HUMAN,dovitinib,4.176095602,0
PNCK,ENSP00000405950,KCC1B_HUMAN,dasatinib,4.176095602,0
PNCK,ENSP00000405950,KCC1B_HUMAN,bosutinib,4.176095602,0
PAK2,ENSP00000314067,PAK2_HUMAN,torin2,4.176095602,0
PAK2,ENSP00000314067,PAK2_HUMAN,torin1,4.176095602,0
PAK2,ENSP00000314067,PAK2_HUMAN,crizotinib,4.176095602,0
ULK3,ENSP00000400312,ULK3_HUMAN,torin2,4.176095602,0
ULK3,ENSP00000400312,ULK3_HUMAN,torin1,4.176095602,0
ULK3,ENSP00000400312,ULK3_HUMAN,nilotinib,4.176095602,0
CLK3,ENSP00000378505,CLK3_HUMAN,nilotinib,4.176095602,0
MAPK10,ENSP00000352157,MK10_HUMAN,vemurafenib,4.176095602,0
EPHB1,ENSP00000381097,EPHB1_HUMAN,torin1,4.176095602,0
CHUK,ENSP00000359424,IKKA_HUMAN,tozasertib,4.176095602,0
MAP3K5,ENSP00000351908,M3K5_HUMAN,torin1,4.176095602,0
EPHB1,ENSP00000381097,EPHB1_HUMAN,torin2,4.176095602,0
MAPKAPK3,ENSP00000396467,MAPK3_HUMAN,nilotinib,4.176095602,0
MYLK,ENSP00000353452,MYLK_HUMAN,vemurafenib,4.176095602,0
MYLK,ENSP00000353452,MYLK_HUMAN,torin2,4.176095602,0
HIPK3,ENSP00000304226,HIPK3_HUMAN,torin2,4.176095602,0
HIPK3,ENSP00000304226,HIPK3_HUMAN,vandetanib,4.176095602,0
HIPK3,ENSP00000304226,HIPK3_HUMAN,vemurafenib,4.176095602,0
NEK3,ENSP00000484443,NEK3_HUMAN,barasertib,4.176095602,0
NEK3,ENSP00000484443,NEK3_HUMAN,crizotinib,4.176095602,0
EPHB3,ENSP00000332118,EPHB3_HUMAN,vemurafenib,4.176095602,0
EPHB3,ENSP00000332118,EPHB3_HUMAN,torin2,4.176095602,0
NEK3,ENSP00000484443,NEK3_HUMAN,lapatinib,4.176095602,0
NEK3,ENSP00000484443,NEK3_HUMAN,torin1,4.176095602,0
NEK3,ENSP00000484443,NEK3_HUMAN,torin2,4.176095602,0
NEK3,ENSP00000484443,NEK3_HUMAN,vandetanib,4.176095602,0
EPHB3,ENSP00000332118,EPHB3_HUMAN,crizotinib,4.176095602,0
HIPK1,ENSP00000358571,HIPK1_HUMAN,vemurafenib,4.176095602,0
TTK,ENSP00000358813,TTK_HUMAN,bosutinib,4.176095602,0
TTK,ENSP00000358813,TTK_HUMAN,fascaplysin,4.176095602,0
HIPK1,ENSP00000358571,HIPK1_HUMAN,dasatinib,4.176095602,0
